"Tabela 2612 - Nascidos vivos, ocorridos no ano, por mês do nascimento, sexo, local de nascimento, número de nascidos por parto, idade da mãe na ocasião do parto e lugar de residência da mãe",,,,,,,,,,,,,,,,
Variável - Nascidos vivos ocorridos no ano (Pessoas),,,,,,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Ano x Mês do nascimento x Sexo x Local do nascimento,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,2016,,,,,,,,,,,
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
Nível,Cód.,Município,Número de nascidos por parto,Idade da mãe na ocasião do parto,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
MU,4314209,Pedro Osório (RS),Total,Total,11,5,7,10,9,12,8,14,7,6,5,3
MU,4314308,Pejuçara (RS),Total,Total,3,1,4,3,3,-,2,2,4,1,3,3
MU,4314407,Pelotas (RS),Total,Total,391,337,400,396,368,381,352,335,354,337,287,301
MU,4314423,Picada Café (RS),Total,Total,5,6,2,1,4,2,3,2,6,6,6,3
MU,4314456,Pinhal (RS),Total,Total,2,1,1,3,1,-,-,-,5,1,1,-
MU,4314464,Pinhal da Serra (RS),Total,Total,1,-,1,1,2,1,1,2,3,-,-,4
MU,4314472,Pinhal Grande (RS),Total,Total,5,1,1,3,4,2,2,5,7,7,2,4
MU,4314498,Pinheirinho do Vale (RS),Total,Total,4,3,7,1,10,2,2,5,4,2,5,6
MU,4314506,Pinheiro Machado (RS),Total,Total,13,14,9,8,13,8,5,10,9,8,6,13
MU,4314548,Pinto Bandeira (RS),Total,Total,2,3,2,1,1,2,2,3,1,2,1,4
MU,4314555,Pirapó (RS),Total,Total,-,2,1,-,3,3,1,1,1,2,2,2
MU,4314605,Piratini (RS),Total,Total,18,13,13,16,18,12,18,21,16,9,10,12
MU,4314704,Planalto (RS),Total,Total,9,10,8,15,9,9,7,11,9,15,8,14
MU,4314753,Poço das Antas (RS),Total,Total,2,2,3,1,5,-,2,2,1,2,-,1
MU,4314779,Pontão (RS),Total,Total,6,1,3,3,4,3,5,5,5,2,4,1
MU,4314787,Ponte Preta (RS),Total,Total,1,-,1,-,2,3,1,2,1,-,1,2
MU,4314803,Portão (RS),Total,Total,39,39,39,26,43,48,34,51,31,27,36,31
MU,4314902,Porto Alegre (RS),Total,Total,1690,1514,1718,1576,1635,1564,1597,1548,1413,1405,1316,1433
MU,4315008,Porto Lucena (RS),Total,Total,2,1,4,-,1,3,2,4,5,4,1,3
MU,4315057,Porto Mauá (RS),Total,Total,2,5,-,1,1,2,-,3,2,1,1,3
MU,4315073,Porto Vera Cruz (RS),Total,Total,1,-,2,1,1,1,2,-,-,1,2,-
MU,4315107,Porto Xavier (RS),Total,Total,12,9,8,4,9,10,14,16,4,11,8,10
MU,4315131,Pouso Novo (RS),Total,Total,-,1,3,3,1,1,1,3,-,2,-,-
MU,4315149,Presidente Lucena (RS),Total,Total,4,1,2,6,3,3,3,4,2,3,2,3
MU,4315156,Progresso (RS),Total,Total,4,6,3,10,3,5,3,3,1,5,3,3
MU,4315172,Protásio Alves (RS),Total,Total,5,2,1,1,1,-,1,3,3,1,1,-
MU,4315206,Putinga (RS),Total,Total,2,1,2,4,5,7,-,3,2,-,5,2
MU,4315305,Quaraí (RS),Total,Total,23,27,29,26,29,19,31,21,19,24,23,23
MU,4315313,Quatro Irmãos (RS),Total,Total,1,1,-,-,2,2,1,1,-,2,-,-
MU,4315321,Quevedos (RS),Total,Total,4,1,-,-,5,1,2,2,2,1,-,-
MU,4315354,Quinze de Novembro (RS),Total,Total,2,3,4,3,8,2,3,2,5,3,6,4
MU,4315404,Redentora (RS),Total,Total,10,21,10,17,13,15,12,22,11,8,11,7
MU,4315453,Relvado (RS),Total,Total,-,1,-,-,1,2,-,1,2,1,-,-
MU,4315503,Restinga Sêca (RS),Total,Total,23,23,20,15,12,12,14,19,13,15,11,19
MU,4315552,Rio dos Índios (RS),Total,Total,3,3,3,1,4,3,6,2,1,4,4,4
MU,4315602,Rio Grande (RS),Total,Total,251,238,283,245,250,236,233,262,235,210,197,215
MU,4315701,Rio Pardo (RS),Total,Total,38,35,38,43,40,45,53,32,28,35,31,30
MU,4315750,Riozinho (RS),Total,Total,3,4,6,1,4,4,4,2,2,6,2,3
MU,4315800,Roca Sales (RS),Total,Total,9,11,13,15,18,13,8,13,8,5,4,9
MU,4315909,Rodeio Bonito (RS),Total,Total,7,2,7,10,5,5,4,17,3,5,5,6
MU,4315958,Rolador (RS),Total,Total,3,1,2,1,2,1,2,1,1,1,1,-
MU,4316006,Rolante (RS),Total,Total,19,18,27,22,26,22,17,21,14,21,16,19
MU,4316105,Ronda Alta (RS),Total,Total,9,10,9,5,9,7,7,7,12,3,10,7
MU,4316204,Rondinha (RS),Total,Total,3,2,9,4,5,3,2,2,3,1,3,5
MU,4316303,Roque Gonzales (RS),Total,Total,8,4,11,4,9,4,4,3,8,5,4,7
MU,4316402,Rosário do Sul (RS),Total,Total,38,37,44,36,35,43,37,36,35,31,35,34
MU,4316428,Sagrada Família (RS),Total,Total,2,2,8,1,2,1,-,2,1,2,-,1
MU,4316436,Saldanha Marinho (RS),Total,Total,1,2,3,2,4,-,9,3,2,4,1,2
MU,4316451,Salto do Jacuí (RS),Total,Total,14,16,12,7,13,16,13,15,6,16,17,10
MU,4316477,Salvador das Missões (RS),Total,Total,3,1,6,1,1,1,3,-,5,3,2,3
MU,4316501,Salvador do Sul (RS),Total,Total,8,10,15,4,2,13,8,5,8,3,6,5
MU,4316600,Sananduva (RS),Total,Total,16,10,16,21,10,18,12,16,11,10,13,18
MU,4316709,Santa Bárbara do Sul (RS),Total,Total,8,6,9,9,9,7,7,13,5,9,7,6
MU,4316733,Santa Cecília do Sul (RS),Total,Total,-,1,-,2,1,2,1,1,1,1,-,2
MU,4316758,Santa Clara do Sul (RS),Total,Total,3,5,5,5,7,4,4,6,5,7,8,6
MU,4316808,Santa Cruz do Sul (RS),Total,Total,145,159,161,149,139,127,133,128,127,102,130,135
MU,4316907,Santa Maria (RS),Total,Total,327,314,303,272,309,304,331,314,264,251,217,278
MU,4316956,Santa Maria do Herval (RS),Total,Total,5,4,3,2,5,5,4,3,1,3,7,8
MU,4316972,Santa Margarida do Sul (RS),Total,Total,3,1,3,-,2,2,3,1,-,3,3,2
MU,4317004,Santana da Boa Vista (RS),Total,Total,4,2,7,7,4,5,4,10,7,1,3,6
MU,4317103,Sant'Ana do Livramento (RS),Total,Total,101,99,109,96,94,88,92,100,86,93,98,92
MU,4317202,Santa Rosa (RS),Total,Total,85,99,90,80,87,87,85,89,76,69,74,83
MU,4317251,Santa Tereza (RS),Total,Total,2,1,1,-,1,1,1,1,1,1,-,1
MU,4317301,Santa Vitória do Palmar (RS),Total,Total,40,38,40,43,36,23,24,32,33,29,27,37
MU,4317400,Santiago (RS),Total,Total,57,61,56,49,57,51,43,54,50,47,43,59
MU,4317509,Santo Ângelo (RS),Total,Total,106,97,111,66,84,94,84,74,83,66,67,92
MU,4317558,Santo Antônio do Palma (RS),Total,Total,2,1,3,-,3,4,1,2,-,-,1,1
MU,4317608,Santo Antônio da Patrulha (RS),Total,Total,51,41,47,39,41,49,35,39,39,34,21,41
MU,4317707,Santo Antônio das Missões (RS),Total,Total,7,4,7,8,2,10,17,12,16,8,11,7
MU,4317756,Santo Antônio do Planalto (RS),Total,Total,3,1,1,3,-,-,3,1,-,3,1,1
MU,4317806,Santo Augusto (RS),Total,Total,16,22,17,13,12,21,17,15,9,13,10,26
MU,4317905,Santo Cristo (RS),Total,Total,11,12,12,8,12,9,9,9,8,8,13,13
MU,4317954,Santo Expedito do Sul (RS),Total,Total,1,3,1,3,2,2,4,2,1,2,1,3
MU,4318002,São Borja (RS),Total,Total,70,80,78,74,78,59,72,58,62,46,66,54
MU,4318051,São Domingos do Sul (RS),Total,Total,3,2,5,3,1,-,3,1,2,-,1,-
MU,4318101,São Francisco de Assis (RS),Total,Total,15,16,21,13,17,20,12,5,18,12,15,11
MU,4318200,São Francisco de Paula (RS),Total,Total,23,22,29,25,26,20,18,31,29,19,30,27
MU,4318309,São Gabriel (RS),Total,Total,65,84,83,71,75,81,68,66,59,61,51,70
MU,4318408,São Jerônimo (RS),Total,Total,26,24,29,26,25,20,23,17,21,16,12,13
MU,4318424,São João da Urtiga (RS),Total,Total,3,1,6,7,2,6,5,5,2,2,1,3
MU,4318432,São João do Polêsine (RS),Total,Total,-,1,5,6,-,4,2,1,1,-,-,3
MU,4318440,São Jorge (RS),Total,Total,2,1,2,2,2,1,2,4,1,-,2,1
MU,4318457,São José das Missões (RS),Total,Total,3,2,3,3,-,1,5,-,4,-,1,-
MU,4318465,São José do Herval (RS),Total,Total,2,1,1,2,-,1,1,5,1,-,2,-
MU,4318481,São José do Hortêncio (RS),Total,Total,5,7,2,1,-,4,3,2,4,5,2,-
MU,4318499,São José do Inhacorá (RS),Total,Total,2,-,4,1,2,2,-,2,-,1,1,3
MU,4318507,São José do Norte (RS),Total,Total,29,25,27,30,24,28,18,29,24,24,19,19
MU,4318606,São José do Ouro (RS),Total,Total,9,4,7,2,3,4,4,4,5,3,9,5
MU,4318614,São José do Sul (RS),Total,Total,5,4,3,3,2,4,2,1,1,-,2,1
MU,4318622,São José dos Ausentes (RS),Total,Total,5,4,6,1,7,9,4,3,6,6,5,2
MU,4318705,São Leopoldo (RS),Total,Total,259,272,289,240,281,257,257,220,226,220,193,240
MU,4318804,São Lourenço do Sul (RS),Total,Total,31,37,33,45,42,35,45,40,26,44,33,40
MU,4318903,São Luiz Gonzaga (RS),Total,Total,30,50,42,44,39,48,36,39,33,30,40,39
MU,4319000,São Marcos (RS),Total,Total,23,25,16,19,20,19,15,14,22,18,16,18
MU,4319109,São Martinho (RS),Total,Total,6,3,6,7,5,5,8,4,6,3,5,4
MU,4319125,São Martinho da Serra (RS),Total,Total,3,3,7,-,5,1,3,4,2,1,4,3
MU,4319158,São Miguel das Missões (RS),Total,Total,4,5,8,2,9,7,2,7,8,7,6,6
MU,4319208,São Nicolau (RS),Total,Total,5,6,5,4,6,1,5,7,4,3,5,4
MU,4319307,São Paulo das Missões (RS),Total,Total,6,5,6,4,5,4,3,1,3,6,4,3
MU,4319356,São Pedro da Serra (RS),Total,Total,4,3,3,5,6,3,3,3,7,1,5,1
MU,4319364,São Pedro das Missões (RS),Total,Total,5,5,3,5,2,2,-,3,-,2,3,-
MU,4319372,São Pedro do Butiá (RS),Total,Total,2,1,-,-,3,1,5,2,3,1,-,2
MU,4319406,São Pedro do Sul (RS),Total,Total,25,19,16,12,12,16,16,13,7,5,11,10
MU,4319505,São Sebastião do Caí (RS),Total,Total,39,32,36,13,33,34,21,32,23,24,22,22
MU,4319604,São Sepé (RS),Total,Total,12,14,22,15,20,17,22,19,21,17,21,18
MU,4319703,São Valentim (RS),Total,Total,5,5,4,3,2,-,2,5,4,2,2,2
MU,4319711,São Valentim do Sul (RS),Total,Total,-,1,3,6,-,1,3,-,1,-,2,1
MU,4319737,São Valério do Sul (RS),Total,Total,1,7,5,3,3,4,4,3,-,1,3,1
MU,4319752,São Vendelino (RS),Total,Total,2,4,1,3,-,1,-,1,-,1,4,1
MU,4319802,São Vicente do Sul (RS),Total,Total,13,6,8,7,10,10,5,13,10,6,4,11
MU,4319901,Sapiranga (RS),Total,Total,100,114,117,103,113,99,94,80,79,84,71,70
MU,4320008,Sapucaia do Sul (RS),Total,Total,158,177,178,158,139,196,158,177,130,127,121,148
MU,4320107,Sarandi (RS),Total,Total,34,21,22,13,11,34,28,18,18,30,18,27
MU,4320206,Seberi (RS),Total,Total,12,7,10,9,18,12,14,10,16,15,14,15
MU,4320230,Sede Nova (RS),Total,Total,7,3,-,3,2,2,2,1,2,2,1,1
MU,4320263,Segredo (RS),Total,Total,6,8,6,5,6,7,6,11,12,7,5,7
MU,4320305,Selbach (RS),Total,Total,6,4,9,7,3,2,5,5,6,1,4,6
MU,4320321,Senador Salgado Filho (RS),Total,Total,2,2,-,1,3,3,2,1,3,3,-,2
MU,4320354,Sentinela do Sul (RS),Total,Total,6,9,7,3,4,5,2,2,2,3,1,8
MU,4320404,Serafina Corrêa (RS),Total,Total,17,24,21,23,10,20,11,19,22,18,13,12
MU,4320453,Sério (RS),Total,Total,3,-,1,1,1,2,2,3,1,3,1,3
MU,4320503,Sertão (RS),Total,Total,3,4,10,5,6,3,6,6,1,4,2,4
MU,4320552,Sertão Santana (RS),Total,Total,6,7,7,5,5,3,6,7,1,3,-,4
MU,4320578,Sete de Setembro (RS),Total,Total,-,1,-,1,3,3,1,5,1,-,3,-
MU,4320602,Severiano de Almeida (RS),Total,Total,4,3,6,2,6,3,2,6,-,2,2,3
MU,4320651,Silveira Martins (RS),Total,Total,2,7,1,2,1,1,-,3,4,1,3,1
MU,4320677,Sinimbu (RS),Total,Total,4,6,6,10,8,13,6,8,11,10,3,6
MU,4320701,Sobradinho (RS),Total,Total,15,14,14,14,22,14,11,9,15,15,14,17
MU,4320800,Soledade (RS),Total,Total,36,36,43,24,38,25,29,39,27,36,30,28
MU,4320859,Tabaí (RS),Total,Total,7,7,3,5,5,8,5,4,2,4,3,4
MU,4320909,Tapejara (RS),Total,Total,26,26,29,30,30,34,23,30,21,16,26,21
MU,4321006,Tapera (RS),Total,Total,16,6,16,14,14,10,13,14,10,5,10,12
MU,4321105,Tapes (RS),Total,Total,27,15,17,17,12,9,14,14,19,8,14,17
MU,4321204,Taquara (RS),Total,Total,66,65,54,63,52,65,52,48,61,48,40,62
MU,4321303,Taquari (RS),Total,Total,34,35,36,28,18,19,33,34,28,18,21,30
MU,4321329,Taquaruçu do Sul (RS),Total,Total,-,3,3,3,3,-,2,4,4,3,3,3
MU,4321352,Tavares (RS),Total,Total,5,4,3,3,3,2,2,4,3,5,5,5
MU,4321402,Tenente Portela (RS),Total,Total,10,25,20,23,23,17,10,15,8,14,10,18
MU,4321436,Terra de Areia (RS),Total,Total,13,8,13,10,14,10,9,8,9,8,4,8
MU,4321451,Teutônia (RS),Total,Total,29,27,45,25,40,35,36,24,34,26,20,28
MU,4321469,Tio Hugo (RS),Total,Total,2,4,2,4,5,3,5,1,4,3,1,5
MU,4321477,Tiradentes do Sul (RS),Total,Total,5,4,5,2,4,5,8,7,3,-,4,4
MU,4321493,Toropi (RS),Total,Total,-,2,1,2,1,1,-,1,1,3,1,6
MU,4321501,Torres (RS),Total,Total,50,51,60,52,49,51,49,48,47,45,41,46
MU,4321600,Tramandaí (RS),Total,Total,77,90,70,60,78,68,67,60,78,57,48,58
MU,4321626,Travesseiro (RS),Total,Total,-,2,1,1,1,-,2,3,-,2,1,5
MU,4321634,Três Arroios (RS),Total,Total,1,-,2,-,1,1,2,1,2,4,1,-
MU,4321667,Três Cachoeiras (RS),Total,Total,8,15,12,9,17,12,8,10,8,7,5,12
MU,4321709,Três Coroas (RS),Total,Total,23,36,36,26,25,20,32,33,29,25,26,18
MU,4321808,Três de Maio (RS),Total,Total,27,30,19,26,36,26,30,25,24,13,19,24
MU,4321832,Três Forquilhas (RS),Total,Total,-,1,6,1,2,5,3,3,3,2,-,5
MU,4321857,Três Palmeiras (RS),Total,Total,6,9,1,6,6,5,6,5,6,1,3,4
MU,4321907,Três Passos (RS),Total,Total,24,29,30,32,24,28,14,24,27,30,20,19
MU,4321956,Trindade do Sul (RS),Total,Total,8,5,8,8,6,11,7,7,7,3,7,14
MU,4322004,Triunfo (RS),Total,Total,32,33,44,31,28,29,28,25,34,26,22,20
MU,4322103,Tucunduva (RS),Total,Total,3,3,2,8,5,3,2,1,1,4,2,7
MU,4322152,Tunas (RS),Total,Total,4,3,10,1,3,4,6,4,2,3,2,2
MU,4322186,Tupanci do Sul (RS),Total,Total,1,1,3,-,1,-,-,2,-,-,-,1
MU,4322202,Tupanciretã (RS),Total,Total,28,17,20,18,25,24,20,21,24,22,18,18
MU,4322251,Tupandi (RS),Total,Total,8,8,4,9,3,6,8,3,1,2,7,6
MU,4322301,Tuparendi (RS),Total,Total,3,13,5,4,6,7,7,8,12,3,5,10
MU,4322327,Turuçu (RS),Total,Total,-,4,4,3,2,3,3,3,2,1,1,4
MU,4322343,Ubiretama (RS),Total,Total,1,1,-,1,1,2,-,1,2,-,1,2
MU,4322350,União da Serra (RS),Total,Total,2,2,1,2,-,-,-,1,-,-,-,1
MU,4322376,Unistalda (RS),Total,Total,-,2,5,2,3,4,-,-,1,-,2,2
MU,4322400,Uruguaiana (RS),Total,Total,170,146,194,147,138,152,164,140,113,130,109,131
MU,4322509,Vacaria (RS),Total,Total,73,70,97,83,77,70,82,78,85,73,61,85
MU,4322525,Vale Verde (RS),Total,Total,9,6,1,3,2,-,7,2,3,1,4,2
MU,4322533,Vale do Sol (RS),Total,Total,12,7,7,5,4,6,8,7,6,8,5,7
MU,4322541,Vale Real (RS),Total,Total,2,2,6,5,6,8,6,5,5,5,7,6
MU,4322558,Vanini (RS),Total,Total,1,3,1,5,-,2,1,2,1,3,1,2
MU,4322608,Venâncio Aires (RS),Total,Total,75,59,84,83,70,72,60,56,48,55,52,71
MU,4322707,Vera Cruz (RS),Total,Total,25,29,38,29,21,29,17,21,30,19,19,19
MU,4322806,Veranópolis (RS),Total,Total,25,20,21,18,14,24,27,29,17,10,18,18
MU,4322855,Vespasiano Corrêa (RS),Total,Total,1,1,1,1,1,-,1,1,-,1,4,3
MU,4322905,Viadutos (RS),Total,Total,4,6,4,-,3,1,5,4,1,5,4,5
MU,4323002,Viamão (RS),Total,Total,304,304,312,322,279,282,301,271,280,246,242,253
MU,4323101,Vicente Dutra (RS),Total,Total,2,8,6,6,6,6,6,6,3,1,10,5
MU,4323200,Victor Graeff (RS),Total,Total,2,3,1,-,-,4,1,1,4,-,3,-
MU,4323309,Vila Flores (RS),Total,Total,5,2,4,1,5,1,3,2,3,2,2,7
MU,4323358,Vila Lângaro (RS),Total,Total,-,3,2,1,-,1,3,3,1,2,1,1
MU,4323408,Vila Maria (RS),Total,Total,4,1,1,5,4,5,4,1,4,2,3,1
MU,4323457,Vila Nova do Sul (RS),Total,Total,4,6,1,-,2,3,1,1,-,1,-,3
MU,4323507,Vista Alegre (RS),Total,Total,2,3,1,1,1,2,5,-,3,1,2,3
MU,4323606,Vista Alegre do Prata (RS),Total,Total,1,1,1,2,1,1,1,-,1,-,-,2
MU,4323705,Vista Gaúcha (RS),Total,Total,1,1,3,1,1,2,2,3,-,1,-,2
MU,4323754,Vitória das Missões (RS),Total,Total,-,1,2,2,-,5,3,2,1,2,2,1
MU,4323770,Westfália (RS),Total,Total,4,3,2,3,6,8,2,3,3,4,2,4
MU,4323804,Xangri-lá (RS),Total,Total,20,25,25,20,23,18,20,18,19,21,16,16
MU,5000203,Água Clara (MS),Total,Total,19,15,28,23,20,32,20,35,33,19,23,16
MU,5000252,Alcinópolis (MS),Total,Total,5,3,10,3,3,4,5,3,6,5,3,3
MU,5000609,Amambai (MS),Total,Total,60,45,62,67,58,55,51,42,49,46,41,45
MU,5000708,Anastácio (MS),Total,Total,29,37,36,38,43,31,22,26,36,31,32,21
MU,5000807,Anaurilândia (MS),Total,Total,9,11,5,8,9,5,5,6,6,7,7,12
MU,5000856,Angélica (MS),Total,Total,9,10,20,20,18,19,16,18,12,13,16,19
MU,5000906,Antônio João (MS),Total,Total,15,17,11,11,10,12,17,19,11,14,15,11
MU,5001003,Aparecida do Taboado (MS),Total,Total,22,22,34,32,26,34,23,33,23,24,22,18
MU,5001102,Aquidauana (MS),Total,Total,48,67,64,59,78,64,61,53,58,50,35,40
MU,5001243,Aral Moreira (MS),Total,Total,19,15,17,20,16,16,13,7,15,13,6,15
MU,5001508,Bandeirantes (MS),Total,Total,8,2,7,4,8,5,5,5,6,5,4,5
MU,5001904,Bataguassu (MS),Total,Total,28,28,38,22,47,29,19,22,33,20,39,26
MU,5002001,Batayporã (MS),Total,Total,8,17,7,21,19,13,15,13,12,8,12,9
MU,5002100,Bela Vista (MS),Total,Total,33,41,45,27,41,35,33,40,34,18,34,33
MU,5002159,Bodoquena (MS),Total,Total,7,5,9,1,12,8,14,8,7,7,12,7
MU,5002209,Bonito (MS),Total,Total,30,39,37,40,22,26,28,35,27,19,26,28
MU,5002308,Brasilândia (MS),Total,Total,16,18,14,13,18,17,7,12,20,16,12,14
MU,5002407,Caarapó (MS),Total,Total,46,40,38,45,34,46,36,33,33,42,36,44
MU,5002605,Camapuã (MS),Total,Total,17,26,29,24,27,17,14,21,16,12,22,17
MU,5002704,Campo Grande (MS),Total,Total,1183,1149,1304,1258,1249,1167,1148,980,1071,950,934,1071
MU,5002803,Caracol (MS),Total,Total,6,5,7,7,8,4,7,11,6,6,5,8
MU,5002902,Cassilândia (MS),Total,Total,20,39,31,23,31,20,25,21,24,15,21,21
MU,5002951,Chapadão do Sul (MS),Total,Total,39,43,38,40,30,26,30,29,36,34,36,28
MU,5003108,Corguinho (MS),Total,Total,4,4,5,8,3,4,3,4,-,4,1,4
MU,5003157,Coronel Sapucaia (MS),Total,Total,41,29,43,23,25,20,18,36,24,23,22,22
MU,5003207,Corumbá (MS),Total,Total,167,157,184,183,174,167,119,131,145,125,130,140
MU,5003256,Costa Rica (MS),Total,Total,26,40,32,42,58,41,37,38,40,39,34,36
MU,5003306,Coxim (MS),Total,Total,44,36,46,58,53,28,27,34,39,34,31,36
MU,5003454,Deodápolis (MS),Total,Total,13,16,14,18,12,13,18,11,8,4,10,8
MU,5003488,Dois Irmãos do Buriti (MS),Total,Total,9,14,17,8,18,20,7,9,10,11,15,7
MU,5003504,Douradina (MS),Total,Total,7,3,8,6,8,10,4,8,4,3,8,5
MU,5003702,Dourados (MS),Total,Total,308,333,326,357,378,317,331,322,313,304,256,300
MU,5003751,Eldorado (MS),Total,Total,22,19,16,18,20,9,17,24,21,9,12,20
MU,5003801,Fátima do Sul (MS),Total,Total,25,28,27,29,24,25,19,22,31,10,21,14
MU,5003900,Figueirão (MS),Total,Total,...,...,...,...,...,...,...,...,...,...,...,...
MU,5004007,Glória de Dourados (MS),Total,Total,6,9,12,19,18,10,6,6,10,8,8,14
MU,5004106,Guia Lopes da Laguna (MS),Total,Total,9,9,10,11,13,14,13,7,9,15,15,14
MU,5004304,Iguatemi (MS),Total,Total,9,24,32,20,21,16,18,24,15,21,24,17
MU,5004403,Inocência (MS),Total,Total,5,7,11,15,6,10,6,10,10,14,11,6
MU,5004502,Itaporã (MS),Total,Total,28,21,21,20,19,22,15,21,13,13,19,12
MU,5004601,Itaquiraí (MS),Total,Total,24,20,19,22,27,29,24,30,14,13,10,28
MU,5004700,Ivinhema (MS),Total,Total,33,31,37,32,31,29,30,38,37,26,20,20
MU,5004809,Japorã (MS),Total,Total,16,13,15,16,10,16,10,14,8,16,11,10
MU,5004908,Jaraguari (MS),Total,Total,4,4,10,6,7,4,6,7,3,7,-,6
MU,5005004,Jardim (MS),Total,Total,39,30,32,33,40,26,29,46,30,29,26,30
MU,5005103,Jateí (MS),Total,Total,-,8,6,2,4,4,3,7,3,4,1,4
MU,5005152,Juti (MS),Total,Total,6,8,9,8,16,16,9,6,9,4,11,12
MU,5005202,Ladário (MS),Total,Total,32,33,40,39,35,40,24,23,36,31,25,33
MU,5005251,Laguna Carapã (MS),Total,Total,14,13,16,12,10,5,5,7,6,7,11,8
MU,5005400,Maracaju (MS),Total,Total,47,59,63,58,60,61,42,59,66,59,57,54
MU,5005608,Miranda (MS),Total,Total,51,40,52,43,42,34,35,44,56,36,33,36
MU,5005681,Mundo Novo (MS),Total,Total,27,17,32,34,27,18,33,19,32,20,25,26
MU,5005707,Naviraí (MS),Total,Total,90,87,90,88,92,86,62,94,67,67,64,81
MU,5005806,Nioaque (MS),Total,Total,11,16,17,22,16,10,19,14,10,19,15,15
MU,5006002,Nova Alvorada do Sul (MS),Total,Total,31,25,24,28,40,24,27,24,24,28,24,26
MU,5006200,Nova Andradina (MS),Total,Total,49,56,59,70,60,63,50,61,68,68,50,63
MU,5006259,Novo Horizonte do Sul (MS),Total,Total,5,9,8,7,5,7,2,4,6,3,11,5
MU,5006275,Paraíso das Águas (MS),Total,Total,-,-,1,-,-,-,1,-,-,-,-,-
MU,5006309,Paranaíba (MS),Total,Total,47,57,58,34,55,52,40,43,45,38,32,31
MU,5006358,Paranhos (MS),Total,Total,30,22,24,35,23,15,23,16,24,29,23,19
MU,5006408,Pedro Gomes (MS),Total,Total,4,3,9,5,3,4,7,7,3,1,-,2
MU,5006606,Ponta Porã (MS),Total,Total,106,119,128,121,141,116,109,112,99,97,79,125
MU,5006903,Porto Murtinho (MS),Total,Total,13,16,13,26,33,25,22,13,15,13,13,25
MU,5007109,Ribas do Rio Pardo (MS),Total,Total,29,26,22,30,30,37,27,24,16,31,32,23
MU,5007208,Rio Brilhante (MS),Total,Total,47,50,63,55,50,68,57,57,38,38,47,57
MU,5007307,Rio Negro (MS),Total,Total,4,9,2,9,8,5,3,5,5,10,3,5
MU,5007406,Rio Verde de Mato Grosso (MS),Total,Total,16,21,27,25,24,29,30,28,29,22,23,19
MU,5007505,Rochedo (MS),Total,Total,4,6,5,6,4,6,5,3,6,5,4,2
MU,5007554,Santa Rita do Pardo (MS),Total,Total,5,3,7,5,4,8,5,5,4,2,4,3
MU,5007695,São Gabriel do Oeste (MS),Total,Total,35,34,46,40,42,46,38,40,38,35,38,33
MU,5007703,Sete Quedas (MS),Total,Total,12,7,11,14,12,9,5,13,8,10,11,5
MU,5007802,Selvíria (MS),Total,Total,4,8,8,3,3,9,4,5,6,7,2,2
MU,5007901,Sidrolândia (MS),Total,Total,59,50,85,53,66,55,43,67,57,52,35,44
MU,5007935,Sonora (MS),Total,Total,18,14,20,17,28,16,23,21,13,13,11,23
MU,5007950,Tacuru (MS),Total,Total,14,19,11,17,11,14,15,18,14,10,7,10
MU,5007976,Taquarussu (MS),Total,Total,6,4,9,3,4,4,2,5,3,5,2,5
MU,5008008,Terenos (MS),Total,Total,16,25,10,20,25,20,13,15,13,15,10,19
MU,5008305,Três Lagoas (MS),Total,Total,168,140,169,167,171,155,150,146,151,141,135,158
MU,5008404,Vicentina (MS),Total,Total,7,7,10,8,7,7,1,9,8,7,5,3
MU,5100102,Acorizal (MT),Total,Total,4,3,5,3,9,6,6,6,7,5,2,3
MU,5100201,Água Boa (MT),Total,Total,35,35,31,34,30,32,32,47,34,34,26,24
MU,5100250,Alta Floresta (MT),Total,Total,80,80,72,79,96,62,63,68,64,64,47,70
MU,5100300,Alto Araguaia (MT),Total,Total,20,21,24,25,19,16,21,19,16,18,17,22
MU,5100359,Alto Boa Vista (MT),Total,Total,5,3,7,8,6,1,3,8,5,4,5,2
MU,5100409,Alto Garças (MT),Total,Total,11,6,12,17,10,12,10,10,11,7,10,9
MU,5100508,Alto Paraguai (MT),Total,Total,8,10,12,7,5,4,7,4,4,6,5,4
MU,5100607,Alto Taquari (MT),Total,Total,22,17,15,14,13,18,10,10,10,9,15,6
MU,5100805,Apiacás (MT),Total,Total,11,6,16,12,13,12,15,10,13,12,6,12
MU,5101001,Araguaiana (MT),Total,Total,2,2,6,2,1,1,5,1,3,6,1,-
MU,5101209,Araguainha (MT),Total,Total,2,3,-,-,1,-,-,-,4,2,-,-
MU,5101258,Araputanga (MT),Total,Total,26,22,24,22,22,24,27,16,14,10,18,16
MU,5101308,Arenápolis (MT),Total,Total,13,10,17,14,20,6,14,11,8,2,10,11
